RouteNo,CollDay,DistrictID,Address,ContaminationType,RouteID,WeekNum,Area,Date
AR-10,Mon,204,4100  Corona Dr,D,21,2,North Central,
AR-10,Mon,204,4100  Corona Dr,E,21,2,North Central,
AR-10,Mon,204,4200  Newtonia Dr,Q,21,2,North Central,
AR-10,Mon,204,4210  Huntington Dr,C,21,2,North Central,
AR-10,Mon,204,4210  Huntington Dr,J,21,2,North Central,
AR-10,Mon,204,4239  Guardia Av,J,21,2,North Central,
AR-10,Mon,204,4305  Alpha St,D,21,2,North Central,
AR-10,Mon,204,4305  Alpha St,J,21,2,North Central,
AR-10,Mon,204,4321  Alpha St,J,21,2,North Central,
AR-10,Mon,204,4321  Guardia Av,J,21,2,North Central,
AR-10,Mon,204,4432  Van Horne Av,C,21,2,North Central,
AR-10,Mon,204,4432  Van Horne Av,D,21,2,North Central,
AR-10,Mon,204,4437  Garden Homes Av,D,21,2,North Central,
AR-10,Mon,204,4437  Garden Homes Av,J,21,2,North Central,
AR-10,Mon,204,5035  Lathrop Av,C,21,2,North Central,
AR-10,Mon,204,5237  Lathrop Av,D,21,2,North Central,
AR-10,Mon,204,5237  Lathrop Av,J,21,2,North Central,
AR-10,Mon,204,5281  Huntington Dr,C,21,2,North Central,
AR-10,Mon,204,5281  Huntington Dr,D,21,2,North Central,
AR-10,Mon,204,3547  El Sereno Av,J,21,3,North Central,
AR-10,Mon,204,3856  Drysdale Av,D,21,3,North Central,
AR-10,Mon,204,3932  Portola Av,J,21,3,North Central,
AR-10,Mon,204,4105  Guardia St,E,21,3,North Central,
AR-10,Mon,204,4156  Portola Av,K,21,3,North Central,
AR-10,Mon,204,4211  Lowell Av,D,21,3,North Central,
AR-10,Mon,204,4212  Lowell Av,P,21,3,North Central,
AR-10,Mon,204,4236  Stillwell St,C,21,3,North Central,
AR-10,Mon,204,4241  Stillwell St,C,21,3,North Central,
AR-10,Mon,204,4250  Stillwell St,J,21,3,North Central,
AR-10,Mon,204,4420  Lowell Av,J,21,3,North Central,
AR-10,Mon,204,5200  Huntington Dr,G,21,3,North Central,
AR-10,Mon,204,5200  Huntington Dr,J,21,3,North Central,
AR-10,Mon,204,3844 N Drysdale Av,Q,21,4,North Central,
AR-10,Mon,204,3844 N Portola Av,D,21,4,North Central,
AR-10,Mon,204,3856 N Drysdale Av,D,21,4,North Central,
AR-10,Mon,204,3917 N Tampico Av,C,21,4,North Central,
AR-10,Mon,204,3933 N Van Horne Av,J,21,4,North Central,
AR-10,Mon,204,3964 N Barrett Rd,C,21,4,North Central,
AR-10,Mon,204,3969 N Drysdale Av,C,21,4,North Central,
AR-10,Mon,204,3969 N Drysdale Av,Q,21,4,North Central,
AR-10,Mon,204,4300 N Van Horne Av,G,21,4,North Central,
AR-10,Mon,204,4343 N Portola Av,J,21,4,North Central,
AR-10,Mon,204,4661 N Castilia Av,J,21,4,North Central,
AR-10,Mon,204,4869 N Carnegie St,D,21,4,North Central,
AR-10,Mon,204,5054 N Novgorod St,C,21,4,North Central,
AR-10,Mon,204,5323 E Newtonia Dr,D,21,4,North Central,
AR-10,Mon,204,5346 E Huntington Dr,D,21,4,North Central,
AR-10,Mon,204,5346 E Huntington Dr,J,21,4,North Central,
AR-10,Mon,204,5377 E Newtonia Dr,D,21,4,North Central,
AR-10,Mon,204,5411 E Huntington Dr,J,21,4,North Central,
AR-10,Mon,204,5479 E Huntington Dr,J,21,4,North Central,
AR-10,Mon,204,3809 N Rosemead Av,J,21,5,North Central,
AR-10,Mon,204,3828 N Pueblo Av,D,21,5,North Central,
AR-10,Mon,204,3937 N Drysdale Av,Q,21,5,North Central,
AR-10,Mon,204,3960 N Barrett Rd,J,21,5,North Central,
AR-10,Mon,204,4100 N Portola Av,E,21,5,North Central,
AR-10,Mon,204,4210 N Guardia Av,D,21,5,North Central,
AR-10,Mon,204,4300 N Garden Homes Av,J,21,5,North Central,
AR-10,Mon,204,4301 N Guardia Av,C,21,5,North Central,
AR-10,Mon,204,4301 N Guardia Av,D,21,5,North Central,
AR-10,Mon,204,4410 N Lowell Av,J,21,5,North Central,
AR-10,Mon,204,4414 N Lowell Av,J,21,5,North Central,
AR-10,Mon,204,4850 N El Sereno Av,D,21,5,North Central,
AR-10,Mon,204,5200 E Ramstoy Dr,J,21,5,North Central,
AR-10,Mon,204,5201 E Ramstoy Dr,C,21,5,North Central,
AR-10,Mon,204,5201 E Ramstoy Dr,J,21,5,North Central,
AR-10,Mon,204,5243 N Huntington Dr,D,21,5,North Central,
AR-10,Mon,204,5243 N Huntington Dr,J,21,5,North Central,
AR-10,Mon,204,5479 N Huntington Dr,J,21,5,North Central,
AR-10,Mon,204,5539 N Huntington Dr,J,21,5,North Central,
AR-10,Tue,204,1616  Avenue 54 Av,J,22,1,North Central,
AR-10,Tue,204,5105  Nolden St,J,22,1,North Central,
AR-10,Tue,204,5105  Rangeview Av,J,22,1,North Central,
AR-10,Tue,204,5112  Stratford Rd,L,22,1,North Central,
AR-10,Tue,204,5157  Meridian St,C,22,1,North Central,
AR-10,Tue,204,5157  Meridian St,D,22,1,North Central,
AR-10,Tue,204,5211  Raber St,D,22,1,North Central,
AR-10,Tue,204,5240  Stratford Rd,C,22,1,North Central,
AR-10,Tue,204,5252  Stratford Rd,C,22,1,North Central,
AR-10,Tue,204,5252  Stratford Rd,J,22,1,North Central,
AR-10,Tue,204,532  Meridian Te,D,22,1,North Central,
AR-10,Tue,204,5518  Stratford Rd,J,22,1,North Central,
AR-10,Tue,204,5623  Meridian St,D,22,1,North Central,
AR-10,Tue,204,5623  Meridian St,J,22,1,North Central,
AR-10,Tue,204,566  Meridian Te,D,22,1,North Central,
AR-10,Tue,204,1416 N Ave 56 Av,D,22,2,North Central,
AR-10,Tue,204,1422  Falsom St,D,22,2,North Central,
AR-10,Tue,204,1500 N Ave 53 ,J,22,2,North Central,
AR-10,Tue,204,1551  York Bl,E,22,2,North Central,
AR-10,Tue,204,1800 N Ave 53 Av,J,22,2,North Central,
AR-10,Tue,204,5100  York Bl,C,22,2,North Central,
AR-10,Tue,204,5100  York Bl,D,22,2,North Central,
AR-10,Tue,204,5100  York Bl,J,22,2,North Central,
AR-10,Tue,204,5105  Stratford Rd,C,22,2,North Central,
AR-10,Tue,204,5138  York Bl,C,22,2,North Central,
AR-10,Tue,204,5138  York Bl,J,22,2,North Central,
AR-10,Tue,204,5141  Stratford Rd,D,22,2,North Central,
AR-10,Tue,204,5336  Stratford Rd,D,22,2,North Central,
AR-10,Tue,204,56100  Raber St,D,22,2,North Central,
AR-10,Tue,204,5670  La Fayette St,J,22,2,North Central,
AR-10,Tue,204,5676  La Fayette St,J,22,2,North Central,
AR-10,Tue,204,5710  Meridian St,J,22,2,North Central,
AR-10,Tue,204,5712  Meridian St,N,22,2,North Central,
AR-10,Tue,204,5712  Meridian St,Q,22,2,North Central,
AR-10,Tue,204,1601  Ave 55 Av,Q,22,3,North Central,
AR-10,Tue,204,1704  Ave 56 Av,Q,22,3,North Central,
AR-10,Tue,204,1714  Nolden St,J,22,3,North Central,
AR-10,Tue,204,1714  Nolden St,Q,22,3,North Central,
AR-10,Tue,204,1856  Ave 53 Av,J,22,3,North Central,
AR-10,Tue,204,5150  Meridian St,C,22,3,North Central,
AR-10,Tue,204,5151  Nolden St,J,22,3,North Central,
AR-10,Tue,204,5152  Meridian St,D,22,3,North Central,
AR-10,Tue,204,5249  Meridian St,E,22,3,North Central,
AR-10,Tue,204,533  Meridian Te,D,22,3,North Central,
AR-10,Tue,204,5414  Meridian St,J,22,3,North Central,
AR-10,Tue,204,5619  York Av,D,22,3,North Central,
AR-10,Tue,204,5619  York Av,J,22,3,North Central,
AR-10,Tue,204,5641  Raber St,J,22,3,North Central,
AR-10,Tue,204,5662  Meridian St,C,22,3,North Central,
AR-10,Tue,204,5664  York Av,Q,22,3,North Central,
AR-10,Tue,204,5716  Fayette St,J,22,3,North Central,
AR-10,Tue,204,5716  Meridian St,J,22,3,North Central,
AR-10,Tue,204,1228 N Ave 56 Av,J,22,4,North Central,
AR-10,Tue,204,1716 N Ave 56 Av,N,22,4,North Central,
AR-10,Tue,204,1716 N Phillips Wy,C,22,4,North Central,
AR-10,Tue,204,1716 N Phillips Wy,D,22,4,North Central,
AR-10,Tue,204,1752 N Ave 55 Av,G,22,4,North Central,
AR-10,Tue,204,1833 N Ave 53 Av,J,22,4,North Central,
AR-10,Tue,204,5132 E Stratford Rd,J,22,4,North Central,
AR-10,Tue,204,5173  Aldama Dr,J,22,4,North Central,
AR-10,Tue,204,5405 E Rangeview Av,G,22,4,North Central,
AR-10,Tue,204,5719 E La Fayette St,D,22,4,North Central,
AR-10,Tue,204,5719 E La Fayette St,J,22,4,North Central,
AR-10,Tue,204,6631  Aldama Av,J,22,4,North Central,
AR-10,Tue,204,8716  Meridian St,H,22,4,North Central,
AR-10,Tue,204,1013 N Milwaukee Av,D,22,5,North Central,
AR-10,Tue,204,1013 N Milwaukee Av,J,22,5,North Central,
AR-10,Tue,204,1410 N Ave 56 Av,D,22,5,North Central,
AR-10,Tue,204,1805 N Ave 56 Av,C,22,5,North Central,
AR-10,Tue,204,5136 E Stratford Rd,J,22,5,North Central,
AR-10,Tue,204,5237 E Meridian St,D,22,5,North Central,
AR-10,Tue,204,5527 E Stratford Rd,C,22,5,North Central,
AR-10,Tue,204,5527 E Stratford Rd,D,22,5,North Central,
AR-10,Tue,204,5686 N York Bl,J,22,5,North Central,
AR-10,Tue,204,5686 N York Bl,Q,22,5,North Central,
AR-10,Tue,204,5723 E Lafayette St,D,22,5,North Central,
AR-10,Tue,204,5723 E Lafayette St,E,22,5,North Central,
AR-10,Tue,204,6500 E Aldama St,J,22,5,North Central,
AR-10,Tue,204,809 N Ave 57 Av,J,22,5,North Central,
AR-10,Tue,204,1408 N Ave 56 Av,L,22,6,North Central,
AR-10,Tue,204,1800 N Ave 56 Av,J,22,6,North Central,
AR-10,Tue,204,1832 N Ave 56 Av,J,22,6,North Central,
AR-10,Tue,204,5100 E Coringa Dr,J,22,6,North Central,
AR-10,Tue,204,5111 E Coringa Dr,D,22,6,North Central,
AR-10,Tue,204,5111 E Coringa Dr,J,22,6,North Central,
AR-10,Tue,204,5227 E Meridian Av,D,22,6,North Central,
AR-10,Tue,204,5227 E Meridian Av,J,22,6,North Central,
AR-10,Tue,204,5514 E Fallston St,H,22,6,North Central,
AR-10,Tue,204,5517 E Meridian Av,C,22,6,North Central,
AR-10,Tue,204,5517 E Meridian Av,D,22,6,North Central,
AR-10,Tue,204,5529 E Raber St,C,22,6,North Central,
AR-10,Tue,204,5600 E Rangeview Av,J,22,6,North Central,
AR-10,Tue,204,5617 E Lafeyette St,C,22,6,North Central,
AR-10,Tue,204,5617 E Lafeyette St,D,22,6,North Central,
AR-10,Tue,204,5633 N Stratford Rd,J,22,6,North Central,
AR-10,Tue,204,5718 E Meridian Av,C,22,6,North Central,
AR-10,Tue,204,5718 E Meridian Av,D,22,6,North Central,
AR-10,Tue,204,5718 E Meridian Av,J,22,6,North Central,
AR-10,Tue,204,919 N Ave 57 Av,D,22,6,North Central,
AR-10,Wed,204,2100  Clifford St,J,23,1,North Central,
AR-10,Wed,204,2671  Glendale Bl,D,23,1,North Central,
AR-10,Wed,204,2671  Glendale Bl,J,23,1,North Central,
AR-10,Wed,204,2684  Glendale Bl,J,23,1,North Central,
AR-10,Wed,204,2711  Waverly Dr,J,23,1,North Central,
AR-10,Wed,204,2310  Glendale Bl,D,23,2,North Central,
AR-10,Wed,204,2336  Glendale Bl,C,23,2,North Central,
AR-10,Wed,204,2336  Glendale Bl,D,23,2,North Central,
AR-10,Wed,204,2379  Glendale Bl,D,23,2,North Central,
AR-10,Wed,204,2660  Glendale Bl,J,23,2,North Central,
AR-10,Wed,204,2685  Glendale Bl,J,23,2,North Central,
AR-10,Wed,204,2731  Glendale Bl,J,23,2,North Central,
AR-10,Wed,204,2100 N Aaron St,J,23,3,North Central,
AR-10,Wed,204,2106 N Aaron St,J,23,3,North Central,
AR-10,Wed,204,2202  Glendale Bl,D,23,3,North Central,
AR-10,Wed,204,2336  Glendale Bl,D,23,3,North Central,
AR-10,Wed,204,2336.5  Glendale Bl,J,23,3,North Central,
AR-10,Wed,204,2343  Riverside Dr,J,23,3,North Central,
AR-10,Wed,204,2536  Silver Lake Bl,J,23,3,North Central,
AR-10,Wed,204,2624  Glendale Bl,C,23,3,North Central,
AR-10,Wed,204,2624  Glendale Bl,D,23,3,North Central,
AR-10,Wed,204,2659  Glendale Bl,J,23,3,North Central,
AR-10,Wed,204,2745  Overly Rd,D,23,3,North Central,
AR-10,Wed,204,2447  Silverlake Bl,D,23,4,North Central,
AR-10,Wed,204,2447  Silverlake Bl,E,23,4,North Central,
AR-10,Wed,204,2530  Silverlake Bl,J,23,4,North Central,
AR-10,Wed,204,2567  Riverside Dr,C,23,4,North Central,
AR-10,Wed,204,2659  Glendale Bl,J,23,4,North Central,
AR-10,Wed,204,2743  Waverly Dr,D,23,4,North Central,
AR-10,Wed,204,2743  Waverly Dr,E,23,4,North Central,
AR-10,Thu,204,1800  Talmage St,Q,24,1,North Central,
AR-10,Thu,204,2005  Ames St,J,24,1,North Central,
AR-10,Thu,204,3272  Lowry Rd,D,24,1,North Central,
AR-10,Thu,204,3775  Monon St,J,24,1,North Central,
AR-10,Thu,204,4310  Pierce Av,D,24,1,North Central,
AR-10,Thu,204,4310  Pierce Av,J,24,1,North Central,
AR-10,Thu,204,4312  Price St,J,24,1,North Central,
AR-10,Thu,204,4320  Finley Av,J,24,1,North Central,
AR-10,Thu,204,4328  Russell Av,J,24,1,North Central,
AR-10,Thu,204,4337  Kingswell Av,Q,24,1,North Central,
AR-10,Thu,204,4345  Prospect Av,C,24,1,North Central,
AR-10,Thu,204,4345  Prospect Av,J,24,1,North Central,
AR-10,Thu,204,3110  Griffith Park Bl,J,24,2,North Central,
AR-10,Thu,204,3212  Ettrick St,J,24,2,North Central,
AR-10,Thu,204,3225  Waverly Dr,J,24,2,North Central,
AR-10,Thu,204,3250  Rowena Av,C,24,2,North Central,
AR-10,Thu,204,3250  Rowena Av,E,24,2,North Central,
AR-10,Thu,204,4310  Franklin Av,J,24,2,North Central,
AR-10,Thu,204,4333  Prospect Av,J,24,2,North Central,
AR-10,Thu,204,4340  Franklin Av,J,24,2,North Central,
AR-10,Thu,204,4345  Prospect Av,D,24,2,North Central,
AR-10,Thu,204,4345  Prospect Av,J,24,2,North Central,
AR-10,Thu,204,4348  Franklin Av,J,24,2,North Central,
AR-10,Thu,204,1307  Talmage St,C,24,3,North Central,
AR-10,Thu,204,2311  Tracy St,Q,24,3,North Central,
AR-10,Thu,204,2900  Maxwell St,Q,24,3,North Central,
AR-10,Thu,204,3200  Ettrick St,G,24,3,North Central,
AR-10,Thu,204,3240  Talmage St,J,24,3,North Central,
AR-10,Thu,204,4333  Prospect Av,J,24,3,North Central,
AR-10,Thu,204,4344  Prospect Av,J,24,3,North Central,
AR-10,Thu,204,4363  Kingswell Av,J,24,3,North Central,
AR-10,Thu,204,2303 W Price Av,J,24,4,North Central,
AR-10,Thu,204,2311 W St Goerge St,K,24,4,North Central,
AR-10,Thu,204,2751  Griffith Park Bl,J,24,4,North Central,
AR-10,Thu,204,2962 N Hyperion Av,J,24,4,North Central,
AR-10,Thu,204,3100 W Waverly Dr,J,24,4,North Central,
AR-10,Thu,204,4310 W Melbourne Av,J,24,4,North Central,
AR-10,Thu,204,4310 W Prospect Av,J,24,4,North Central,
AR-10,Thu,204,4316 W Melbourne Av,D,24,4,North Central,
AR-10,Thu,204,4343 W Prospect Av,J,24,4,North Central,
AR-10,Thu,204,4347 W Kingswell Av,C,24,4,North Central,
AR-10,Thu,204,2652 N Ames St,D,24,5,North Central,
AR-10,Thu,204,3161  Rowena Av,O,24,5,North Central,
AR-10,Thu,204,3225  Waverly Dr,E,24,5,North Central,
AR-10,Thu,204,3335  Rowena Av,J,24,5,North Central,
AR-10,Thu,204,4216 W Prospect Av,E,24,5,North Central,
AR-10,Thu,204,4312 W Russell Av,D,24,5,North Central,
AR-10,Thu,204,4340 W Finley Av,J,24,5,North Central,
AR-10,Thu,204,4349 W Prospect Av,J,24,5,North Central,
AR-10,Fri,204,422  Las Palmas Av,D,25,1,North Central,
AR-10,Fri,204,422  Las Palmas Av,J,25,1,North Central,
AR-10,Fri,204,423  Mansfield Av,J,25,1,North Central,
AR-10,Fri,204,438  Mansfield Av,D,25,1,North Central,
AR-10,Fri,204,438  Mansfield Av,J,25,1,North Central,
AR-10,Fri,204,464  Mansfield Av,J,25,1,North Central,
AR-10,Fri,204,465  Sycamore Av,D,25,1,North Central,
AR-10,Fri,204,465  Sycamore Av,J,25,1,North Central,
AR-10,Fri,204,607  Sycamore Av,J,25,1,North Central,
AR-10,Fri,204,652  Sycamore Av,C,25,1,North Central,
AR-10,Fri,204,652  Sycamore Av,D,25,1,North Central,
AR-10,Fri,204,652  Sycamore Av,J,25,1,North Central,
AR-10,Fri,204,740  Sycamore Av,C,25,1,North Central,
AR-10,Fri,204,740  Sycamore Av,J,25,1,North Central,
AR-10,Fri,204,805  Sycamore Av,D,25,1,North Central,
AR-10,Fri,204,927  Mansfield Av,D,25,1,North Central,
AR-10,Fri,204,411  June Av,J,25,2,North Central,
AR-10,Fri,204,411  June Av,Q,25,2,North Central,
AR-10,Fri,204,424  Rimpau Rd,Q,25,2,North Central,
AR-10,Fri,204,448  Orange Dr,I,25,2,North Central,
AR-10,Fri,204,448  Orange Dr,Q,25,2,North Central,
AR-10,Fri,204,453  McCadden Av,J,25,2,North Central,
AR-10,Fri,204,555  Citrus Av,J,25,2,North Central,
AR-10,Fri,204,649  Sycamore Av,J,25,2,North Central,
AR-10,Fri,204,649  Sycamore Av,Q,25,2,North Central,
AR-10,Fri,204,674  June Av,G,25,2,North Central,
AR-10,Fri,204,806  Sycamore Av,J,25,2,North Central,
AR-10,Fri,204,816  Orange Dr,J,25,2,North Central,
AR-10,Fri,204,341 S Muirfield Av,E,25,3,North Central,
AR-10,Fri,204,344 S Muirfield Av,J,25,3,North Central,
AR-10,Fri,204,422 S Las Palmas Av,A,25,3,North Central,
AR-10,Fri,204,626 S Hudson Av,J,25,3,North Central,
AR-10,Fri,204,639 S June Av,J,25,3,North Central,
AR-10,Fri,204,923 S Sycamore Av,Q,25,3,North Central,
AR-10,Fri,204,205 S Hudson Av,D,25,4,North Central,
AR-10,Fri,204,205 S Hudson Av,E,25,4,North Central,
AR-10,Fri,204,344 S Muirfield Av,J,25,4,North Central,
AR-10,Fri,204,401 S June Av,D,25,4,North Central,
AR-10,Fri,204,453 S Orange Dr,J,25,4,North Central,
AR-10,Fri,204,456 S Orange Dr,O,25,4,North Central,
AR-10,Fri,204,635 S Hudson Av,J,25,4,North Central,
AR-10,Fri,204,642 S Mansfield Av,J,25,4,North Central,
AR-10,Fri,204,806 S Sycamore Av,J,25,4,North Central,
AR-10,Fri,204,824 S Sycamore Av,J,25,4,North Central,
AR-10,Fri,204,344 S Muirfield Av,J,25,5,North Central,
AR-10,Fri,204,400 S Hudson Av,Q,25,5,North Central,
AR-10,Fri,204,412 S McCadden Pl,J,25,5,North Central,
AR-10,Fri,204,425 S Rimpau Bl,J,25,5,North Central,
AR-10,Fri,204,437 S Las Palmas Av,D,25,5,North Central,
AR-10,Fri,204,449 S Orange Dr,Q,25,5,North Central,
AR-10,Fri,204,542 S Muirfield Av,J,25,5,North Central,
AR-10,Fri,204,606 S Orange Dr,J,25,5,North Central,
AR-10,Fri,204,607 S Sycamore Av,D,25,5,North Central,
AR-10,Fri,204,607 S Sycamore Av,J,25,5,North Central,
AR-9,Mon,204,149 E Ave 30 Av,D,1,1,North Central,
AR-9,Mon,204,203 E Ave 30 Av,J,1,1,North Central,
AR-9,Mon,204,2633 N Barrancha St,J,1,1,North Central,
AR-9,Mon,204,2636 N Griffin Av,D,1,1,North Central,
AR-9,Mon,204,2651 N Sichel St,J,1,1,North Central,
AR-9,Mon,204,2848 N Griffin Av,D,1,1,North Central,
AR-9,Mon,204,2848 N Griffin Av,J,1,1,North Central,
AR-9,Mon,204,2850 N Griffin Av,J,1,1,North Central,
AR-9,Mon,204,2852 N Griffin Av,D,1,1,North Central,
AR-9,Mon,204,2852 N Griffin Av,J,1,1,North Central,
AR-9,Mon,204,2854 N Griffin Av,D,1,1,North Central,
AR-9,Mon,204,2854 N Griffin Av,J,1,1,North Central,
AR-9,Mon,204,3116 N Pasadena Av,E,1,1,North Central,
AR-9,Mon,204,3116 N Pasadena Av,J,1,1,North Central,
AR-9,Mon,204,322 E Ave 31 Av,J,1,1,North Central,
AR-9,Mon,204,3702 N Griffin Av,J,1,1,North Central,
AR-9,Mon,204,3714 N Griffin Av,D,1,1,North Central,
AR-9,Mon,204,3714 N Griffin Av,J,1,1,North Central,
AR-9,Mon,204,3726 N Griffin Av,J,1,1,North Central,
AR-9,Mon,204,3779 N Latrobe St,Q,1,1,North Central,
AR-9,Mon,204,3802 N Griffin Av,E,1,1,North Central,
AR-9,Mon,204,403 E Ave 43 Av,D,1,1,North Central,
AR-9,Mon,204,4106 N Homer St,D,1,1,North Central,
AR-9,Mon,204,4112 N Griffin Av,J,1,1,North Central,
AR-9,Mon,204,4237 N Latona Av,D,1,1,North Central,
AR-9,Mon,204,4237 N Latona Av,J,1,1,North Central,
AR-9,Mon,204,426 E Ave 28 Av,I,1,1,North Central,
AR-9,Mon,204,4328 N Homer St,C,1,1,North Central,
AR-9,Mon,204,4414 N Homer St,E,1,1,North Central,
AR-9,Mon,204,7181 E Montecito Dr,J,1,1,North Central,
AR-9,Mon,204,1182 E Montecito Dr,E,1,2,North Central,
AR-9,Mon,204,1182 E Montecito Dr,J,1,2,North Central,
AR-9,Mon,204,122 W Ave 31 Av,J,1,2,North Central,
AR-9,Mon,204,164 W Ave 26 Av,J,1,2,North Central,
AR-9,Mon,204,2624 N Griffin Av,J,1,2,North Central,
AR-9,Mon,204,2628 N Pasadena Av,E,1,2,North Central,
AR-9,Mon,204,2654 N Sichel St,C,1,2,North Central,
AR-9,Mon,204,2654 N Sichel St,D,1,2,North Central,
AR-9,Mon,204,3003 N Pasadena Av,G,1,2,North Central,
AR-9,Mon,204,3003 N Pasadena Av,J,1,2,North Central,
AR-9,Mon,204,3110 N Humbolt St,J,1,2,North Central,
AR-9,Mon,204,322 E Ave 31 Av,D,1,2,North Central,
AR-9,Mon,204,322 E Ave 31 Av,J,1,2,North Central,
AR-9,Mon,204,3510 N Griffin Av,J,1,2,North Central,
AR-9,Mon,204,3598 N Griffin Av,D,1,2,North Central,
AR-9,Mon,204,3602 N Griffin Av,D,1,2,North Central,
AR-9,Mon,204,3882 N Latrobe St,E,1,2,North Central,
AR-9,Mon,204,3937 N Griffin Av,D,1,2,North Central,
AR-9,Mon,204,4016 N Berenice Av,C,1,2,North Central,
AR-9,Mon,204,4026 N Griffin Av,C,1,2,North Central,
AR-9,Mon,204,4026 N Griffin Av,D,1,2,North Central,
AR-9,Mon,204,4026 N Griffin Av,J,1,2,North Central,
AR-9,Mon,204,404 E Montecito Dr,Q,1,2,North Central,
AR-9,Mon,204,4106 N Homer St,D,1,2,North Central,
AR-9,Mon,204,4112 N Griffin Av,E,1,2,North Central,
AR-9,Mon,204,4115 N Berenice Av,D,1,2,North Central,
AR-9,Mon,204,4130 N Homer St,D,1,2,North Central,
AR-9,Mon,204,423 E Ave 28 Av,D,1,2,North Central,
AR-9,Mon,204,428 E Ave 28 Av,D,1,2,North Central,
AR-9,Mon,204,4306 N Homer St,E,1,2,North Central,
AR-9,Mon,204,4306 N Homer St,J,1,2,North Central,
AR-9,Mon,204,4316 N Mosher Av,E,1,2,North Central,
AR-9,Mon,204,4417 N Berenice Av,D,1,2,North Central,
AR-9,Mon,204,4417 N Berenice Av,J,1,2,North Central,
AR-9,Mon,204,4500 N Homer St,J,1,2,North Central,
AR-9,Mon,204,4510 N Homer St,J,1,2,North Central,
AR-9,Mon,204,506 E Ave 39 Av,D,1,2,North Central,
AR-9,Mon,204,109 W Ave 28 Av,D,1,3,North Central,
AR-9,Mon,204,115 E Ave 32 Av,E,1,3,North Central,
AR-9,Mon,204,121 W Ave 30 Av,D,1,3,North Central,
AR-9,Mon,204,137 W Ave 28 Av,N,1,3,North Central,
AR-9,Mon,204,156 W Ave 28 Av,D,1,3,North Central,
AR-9,Mon,204,2622 N Griffin St,D,1,3,North Central,
AR-9,Mon,204,2636 N Griffin St,D,1,3,North Central,
AR-9,Mon,204,2639 N Griffin St,A,1,3,North Central,
AR-9,Mon,204,2803 N Pasadena Av,D,1,3,North Central,
AR-9,Mon,204,2803 N Pasadena Av,J,1,3,North Central,
AR-9,Mon,204,2829 N Sichel St,E,1,3,North Central,
AR-9,Mon,204,2908 N Pasadena Av,Q,1,3,North Central,
AR-9,Mon,204,326 E Ave 28 Av,D,1,3,North Central,
AR-9,Mon,204,3328 N Pasadena Av,D,1,3,North Central,
AR-9,Mon,204,3610 N Griffin St,J,1,3,North Central,
AR-9,Mon,204,3622 N Griffin St,E,1,3,North Central,
AR-9,Mon,204,3629 N Latrobe St,D,1,3,North Central,
AR-9,Mon,204,364 N Griffin St,J,1,3,North Central,
AR-9,Mon,204,364 N Griffin St,L,1,3,North Central,
AR-9,Mon,204,3928 N Homer St,J,1,3,North Central,
AR-9,Mon,204,4112 N Griffin St,D,1,3,North Central,
AR-9,Mon,204,4115 N Bernice Av,J,1,3,North Central,
AR-9,Mon,204,4128 N Griffin St,E,1,3,North Central,
AR-9,Mon,204,423 E Ave 28 Av,D,1,3,North Central,
AR-9,Mon,204,428 E Ave 28 Av,J,1,3,North Central,
AR-9,Mon,204,526 E Ave 39 Av,D,1,3,North Central,
AR-9,Mon,204,526 E Ave 39 Av,J,1,3,North Central,
AR-9,Mon,204,877 E Montecito Dr,E,1,3,North Central,
AR-9,Mon,204,877 E Montecito Dr,J,1,3,North Central,
AR-9,Mon,204,934 E Montecito Dr,G,1,3,North Central,
AR-9,Mon,204,111 W Ave 28 Av,J,1,4,North Central,
AR-9,Mon,204,120 W Ave 28 Av,J,1,4,North Central,
AR-9,Mon,204,127 W Ave 31 Av,E,1,4,North Central,
AR-9,Mon,204,154 W Ave 28 Av,D,1,4,North Central,
AR-9,Mon,204,2627 N Sichel St,J,1,4,North Central,
AR-9,Mon,204,2645 N Sichel St,J,1,4,North Central,
AR-9,Mon,204,2668 N Workman St,E,1,4,North Central,
AR-9,Mon,204,2691 N Griffin Av,J,1,4,North Central,
AR-9,Mon,204,2811 N Sichel St,J,1,4,North Central,
AR-9,Mon,204,3622 N Griffin Av,C,1,4,North Central,
AR-9,Mon,204,3906 N Homer St,D,1,4,North Central,
AR-9,Mon,204,3928 N Homer St,E,1,4,North Central,
AR-9,Mon,204,3928 N Homer St,J,1,4,North Central,
AR-9,Mon,204,4004 N Griffin Av,E,1,4,North Central,
AR-9,Mon,204,4013 E Elderbank Dr,C,1,4,North Central,
AR-9,Mon,204,4019 N Griffin Av,E,1,4,North Central,
AR-9,Mon,204,4025 N Griffin Av,E,1,4,North Central,
AR-9,Mon,204,4100 N Homer St,D,1,4,North Central,
AR-9,Mon,204,4112 N Griffin Av,D,1,4,North Central,
AR-9,Mon,204,4130 N Bernice Av,E,1,4,North Central,
AR-9,Mon,204,4210 N Bernice Av,D,1,4,North Central,
AR-9,Mon,204,4323 N Mosher Av,G,1,4,North Central,
AR-9,Mon,204,4323 N Mosher Av,J,1,4,North Central,
AR-9,Mon,204,4328 N Homer St,D,1,4,North Central,
AR-9,Mon,204,888 E Montecito Dr,D,1,4,North Central,
AR-9,Mon,204,906 E Montecito Dr,E,1,4,North Central,
AR-9,Mon,204,116 W Ave 34 Av,E,1,5,North Central,
